Then once more out of the blue he said quietly, ‘ Are you elect?’	0 0 0 1 1 0 1 0 0 0 0 0 0 0	out of the blue	figurative	identical	ADV ADV ADV ADP ADP DET NOUN PRON VERB ADV PUNCT VERB PRON ADJ	▁Then ▁once ▁more ▁out ▁of ▁the ▁blue ▁he ▁said ▁quiet ly , ▁ ‘ ▁Are ▁you ▁elect ? ’	0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADV ADV ADP ADP DET NOUN PRON VERB ADV ADV ADV PUNCT PUNCT VERB PRON ADJ ADJ ADJ
If, instead, he had replied by a whole sentence — say —‘Mr Smith's away this week, gone up North to see his old mother’ this would have been understood whereas a proper name ( Edinburgh ) out of the blue and with no helpful context isn't easy!	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0	out of the blue	figurative	identical	ADP ADV PRON VERB VERB ADP DET ADJ NOUN PUNCT VERB PROPN PROPN ADV DET NOUN VERB PART PROPN PART VERB ADJ ADJ NOUN DET VERB VERB VERB VERB ADP DET ADJ NOUN PUNCT PROPN PUNCT ADP ADP DET ADJ CCONJ ADP DET ADJ NOUN VERB ADJ	▁If , ▁instead , ▁he ▁had ▁replied ▁by ▁a ▁whole ▁sentence ▁ — ▁say ▁ —‘ Mr ▁Smith ' s ▁away ▁this ▁week , ▁gone ▁up ▁North ▁to ▁see ▁his ▁old ▁mother ’ ▁this ▁would ▁have ▁been ▁understood ▁whereas ▁a ▁proper ▁name ▁( ▁Edinburgh ▁ ) ▁out ▁of ▁the ▁blue ▁and ▁with ▁no ▁helpful ▁context ▁is n ' t ▁easy !	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0	ADP ADP ADV ADV PRON VERB VERB ADP DET ADJ NOUN PUNCT PUNCT VERB PROPN PROPN PROPN PROPN PROPN PROPN ADV DET NOUN NOUN VERB PART PROPN PART VERB ADJ ADJ NOUN NOUN DET VERB VERB VERB VERB ADP DET ADJ NOUN PUNCT PROPN PUNCT PUNCT ADP ADP DET ADJ CCONJ ADP DET ADJ NOUN VERB VERB VERB VERB ADJ ADJ
‘ Then out of the blue, Nottingham came for me.	0 0 1 1 0 1 0 0 0 0	out of the blue	figurative	identical	PUNCT ADV ADP ADP DET ADJ PROPN VERB ADP PRON	▁ ‘ ▁Then ▁out ▁of ▁the ▁blue , ▁Not ting ham ▁came ▁for ▁me .	0 0 0 1 1 0 1 1 0 0 0 0 0 0 0	PUNCT PUNCT ADV ADP ADP DET ADJ ADJ PROPN PROPN PROPN VERB ADP PRON PRON
Miguel's going to ask him on the night — out of the blue.	0 0 0 0 0 0 0 0 0 1 1 0 1	out of the blue	figurative	identical	PROPN VERB PART VERB PRON ADP DET NOUN PUNCT ADP ADP DET NOUN	▁Miguel ' s ▁going ▁to ▁ask ▁him ▁on ▁the ▁night ▁ — ▁out ▁of ▁the ▁blue .	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	PROPN PROPN PROPN VERB PART VERB PRON ADP DET NOUN PUNCT PUNCT ADP ADP DET NOUN NOUN
she says the hum, and then she was telling us when she brought the tape back the other day one of her interviews was telling her she was interviewing this man s er out of, out of the blue take off all your clothes please.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0	out of the blue	figurative	identical	PRON VERB DET NOUN CCONJ ADV PRON VERB VERB PRON ADV PRON VERB DET NOUN ADP DET ADJ NOUN NUM ADP ADJ NOUN VERB VERB PRON PRON VERB VERB DET NOUN VERB INTJ ADP ADP ADP ADP DET ADJ VERB PART DET ADJ NOUN VERB	▁she ▁says ▁the ▁hum , ▁and ▁then ▁she ▁was ▁telling ▁us ▁when ▁she ▁brought ▁the ▁tape ▁back ▁the ▁other ▁day ▁one ▁of ▁her ▁interview s ▁was ▁telling ▁her ▁she ▁was ▁interview ing ▁this ▁man ▁s ▁er ▁out ▁of , ▁out ▁of ▁the ▁blue ▁take ▁off ▁all ▁your ▁clothes ▁please .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0	PRON VERB DET NOUN NOUN CCONJ ADV PRON VERB VERB PRON ADV PRON VERB DET NOUN ADP DET ADJ NOUN NUM ADP ADJ NOUN NOUN VERB VERB PRON PRON VERB VERB VERB DET NOUN VERB INTJ ADP ADP ADP ADP ADP DET ADJ VERB PART DET ADJ NOUN VERB VERB
The Guardian, in its wisdom, plucks out of the blue a figure of £ 200 million.	0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0	out of the blue	figurative	identical	DET PROPN ADP ADJ NOUN VERB ADP ADP DET ADJ DET NOUN ADP SYM NUM NUM	▁The ▁Guard ian , ▁in ▁its ▁wisdom , ▁pluck s ▁out ▁of ▁the ▁blue ▁a ▁figure ▁of ▁£ ▁200 ▁million .	0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0	DET PROPN PROPN PROPN ADP ADJ NOUN NOUN VERB VERB ADP ADP DET ADJ DET NOUN ADP SYM NUM NUM NUM
It had come out of the blue : a brief note from her, saying that she had to undergo a surgical operation.	0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	out of the blue	figurative	identical	PRON VERB VERB ADP ADP DET ADJ PUNCT DET ADJ NOUN ADP PRON VERB ADP PRON VERB PART VERB DET ADJ NOUN	▁It ▁had ▁come ▁out ▁of ▁the ▁blue ▁ : ▁a ▁brief ▁note ▁from ▁her , ▁saying ▁that ▁she ▁had ▁to ▁undergo ▁a ▁surgical ▁operation .	0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB VERB ADP ADP DET ADJ PUNCT PUNCT DET ADJ NOUN ADP PRON PRON VERB ADP PRON VERB PART VERB DET ADJ NOUN NOUN
My father, old but gritty, glamorous in the eyes of the class of ' 68, a South London wide boy with an authentic background, described his grandfather's funeral, about 1912, when a whole other family, wife, children, grandchildren, turned up out of the blue from somewhere further down the line where they 'd been established on the navvy's journey north.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	out of the blue	figurative	identical	ADJ NOUN ADJ CCONJ ADJ ADJ ADP DET NOUN ADP DET NOUN ADP PUNCT NUM DET PROPN PROPN ADJ NOUN ADP DET ADJ NOUN VERB ADJ NOUN NOUN ADP NUM ADV DET ADJ ADJ NOUN NOUN NOUN NOUN VERB PART ADP ADP DET NOUN ADP ADV ADV ADP DET NOUN ADV PRON VERB VERB VERB ADP DET NOUN NOUN ADV	▁My ▁father , ▁old ▁but ▁g rit ty , ▁gla mor ous ▁in ▁the ▁eyes ▁of ▁the ▁class ▁of ▁' ▁68 , ▁a ▁South ▁London ▁wide ▁boy ▁with ▁an ▁authentic ▁background , ▁described ▁his ▁grandfather ' s ▁funeral , ▁about ▁191 2, ▁when ▁a ▁whole ▁other ▁family , ▁wife , ▁children , ▁grand child ren , ▁turned ▁up ▁out ▁of ▁the ▁blue ▁from ▁somewhere ▁further ▁down ▁the ▁line ▁where ▁they ▁' d ▁been ▁established ▁on ▁the ▁na vv y ' s ▁journey ▁north .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADJ NOUN NOUN ADJ CCONJ ADJ ADJ ADJ ADJ ADJ ADJ ADJ ADP DET NOUN ADP DET NOUN ADP PUNCT NUM NUM DET PROPN PROPN ADJ NOUN ADP DET ADJ NOUN NOUN VERB ADJ NOUN NOUN NOUN NOUN NOUN ADP NUM NUM ADV DET ADJ ADJ NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN VERB PART ADP ADP DET NOUN ADP ADV ADV ADP DET NOUN ADV PRON VERB VERB VERB VERB ADP DET NOUN NOUN NOUN NOUN NOUN NOUN ADV ADV
It was late in the afternoon, during double English, that the answer came to him like a bolt out of the blue.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	out of the blue	figurative	identical	PRON VERB ADJ ADP DET NOUN ADP ADJ PROPN ADP DET NOUN VERB ADP PRON ADP DET NOUN ADP ADP DET NOUN	▁It ▁was ▁late ▁in ▁the ▁afternoon , ▁during ▁double ▁English , ▁that ▁the ▁answer ▁came ▁to ▁him ▁like ▁a ▁bolt ▁out ▁of ▁the ▁blue .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	PRON VERB ADJ ADP DET NOUN NOUN ADP ADJ PROPN PROPN ADP DET NOUN VERB ADP PRON ADP DET NOUN ADP ADP DET NOUN NOUN
She was going on to recall how yesterday she had thought of Vendelin Gajdusek's being in Prague, when in actual fact, had she known it, he had been sitting right there beside her driving her back to Mariánské Láznë, when he suddenly gave her near heart failure by challenging, out of the blue ‘ I thought you said your name was Fabia?’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0	out of the blue	figurative	identical	PRON VERB VERB PART PART VERB ADV NOUN PRON VERB VERB ADP PROPN PROPN VERB ADP PROPN ADV ADP ADJ NOUN VERB PRON VERB PRON PRON VERB VERB VERB ADV ADV ADP ADJ VERB PRON ADV ADP PROPN PROPN ADV PRON ADV VERB PRON ADP NOUN NOUN ADP VERB ADP ADP DET ADJ NUM PRON VERB PRON VERB ADJ NOUN VERB NOUN	▁She ▁was ▁going ▁on ▁to ▁recall ▁how ▁yesterday ▁she ▁had ▁thought ▁of ▁V ende lin ▁G aj d use k ' s ▁being ▁in ▁Prague , ▁when ▁in ▁actual ▁fact , ▁had ▁she ▁known ▁it , ▁he ▁had ▁been ▁sitting ▁right ▁there ▁be side ▁her ▁driving ▁her ▁back ▁to ▁Mar i án s ké ▁L áz n ë , ▁when ▁he ▁suddenly ▁gave ▁her ▁near ▁heart ▁failure ▁by ▁challenging , ▁out ▁of ▁the ▁blue ▁ ‘ ▁I ▁thought ▁you ▁said ▁your ▁name ▁was ▁Fa bia ? ’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB VERB PART PART VERB ADV NOUN PRON VERB VERB ADP PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN VERB ADP PROPN PROPN ADV ADP ADJ NOUN NOUN VERB PRON VERB PRON PRON PRON VERB VERB VERB ADV ADV ADP ADP ADJ VERB PRON ADV ADP PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADV PRON ADV VERB PRON ADP NOUN NOUN ADP VERB VERB ADP ADP DET ADJ NUM NUM PRON VERB PRON VERB ADJ NOUN VERB NOUN NOUN NOUN NOUN
I just dreamed out of the blue that she had died, and then she did die.	0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0	out of the blue	figurative	identical	PRON ADV VERB ADP ADP DET NOUN ADJ PRON VERB VERB CCONJ ADV PRON VERB VERB	▁I ▁just ▁dream ed ▁out ▁of ▁the ▁blue ▁that ▁she ▁had ▁died , ▁and ▁then ▁she ▁did ▁die .	0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0	PRON ADV VERB VERB ADP ADP DET NOUN ADJ PRON VERB VERB VERB CCONJ ADV PRON VERB VERB VERB
He told the Echo today : ‘ It all came out of the blue.	0 0 0 0 0 0 0 0 0 0 1 1 0 1	out of the blue	figurative	identical	PRON VERB DET PROPN NOUN PUNCT PUNCT PRON DET VERB ADP ADP DET NOUN	▁He ▁told ▁the ▁E cho ▁today ▁ : ▁ ‘ ▁It ▁all ▁came ▁out ▁of ▁the ▁blue .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	PRON VERB DET PROPN PROPN NOUN PUNCT PUNCT PUNCT PUNCT PRON DET VERB ADP ADP DET NOUN NOUN
My ex boyfriend's ex just called me out ~ of ~ the ~ blue.	0 0 0 0 0 0 0 1 0 1 0 0 0 1	out of the blue	figurative	dashes	ADJ NUM NOUN NUM ADV VERB PRON PART PUNCT ADP PUNCT DET PUNCT NOUN	▁My ▁ex ▁boy fri end ' s ▁ex ▁just ▁called ▁me ▁out ▁ ~ ▁of ▁ ~ ▁the ▁ ~ ▁blue .	0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1	ADJ NUM NOUN NOUN NOUN NOUN NOUN NUM ADV VERB PRON PART PUNCT PUNCT ADP PUNCT PUNCT DET PUNCT PUNCT NOUN NOUN
He just showed up out of the blue one day while Nathan was working.	0 0 0 0 1 1 0 1 0 0 0 0 0 0	out of the blue	figurative	identical	PRON ADV VERB PART ADP ADP DET ADJ NUM NOUN ADP PROPN VERB VERB	▁He ▁just ▁showed ▁up ▁out ▁of ▁the ▁blue ▁one ▁day ▁while ▁Na than ▁was ▁working .	0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0	PRON ADV VERB PART ADP ADP DET ADJ NUM NOUN ADP PROPN PROPN VERB VERB VERB
Extraordinary how events coming right out of the blue can change things.	0 0 0 0 0 1 1 0 1 0 0 0	out of the blue	figurative	identical	ADJ ADV NOUN VERB ADV ADP ADP DET NOUN VERB VERB NOUN	▁E xtraordinary ▁how ▁events ▁coming ▁right ▁out ▁of ▁the ▁blue ▁can ▁change ▁things .	0 0 0 0 0 0 1 1 0 1 0 0 0 0	ADJ ADJ ADV NOUN VERB ADV ADP ADP DET NOUN VERB VERB NOUN NOUN
Asked to name sources of credit out of the blue, people might well simply leave out or forget about some sources which in practice they could use, if they were offered that type of credit when they were buying.	0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	out of the blue	figurative	identical	VERB PART VERB NOUN ADP NOUN ADP ADP DET ADJ NOUN VERB ADV ADV VERB PART CCONJ VERB ADP DET NOUN ADJ ADP NOUN PRON VERB VERB ADP PRON VERB VERB DET NOUN ADP NOUN ADV PRON VERB VERB	▁Ask ed ▁to ▁name ▁sources ▁of ▁credit ▁out ▁of ▁the ▁blue , ▁people ▁might ▁well ▁simply ▁leave ▁out ▁or ▁forget ▁about ▁some ▁sources ▁which ▁in ▁practice ▁they ▁could ▁use , ▁if ▁they ▁were ▁offered ▁that ▁type ▁of ▁credit ▁when ▁they ▁were ▁buying .	0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	VERB VERB PART VERB NOUN ADP NOUN ADP ADP DET ADJ ADJ NOUN VERB ADV ADV VERB PART CCONJ VERB ADP DET NOUN ADJ ADP NOUN PRON VERB VERB VERB ADP PRON VERB VERB DET NOUN ADP NOUN ADV PRON VERB VERB VERB
Why had he come back, out of the blue, to threaten her equilibrium even further?	0 0 0 0 0 1 1 0 1 0 0 0 0 0 0	out of the blue	figurative	identical	ADV VERB PRON VERB ADV ADP ADP DET ADJ PART VERB ADJ NOUN ADV ADV	▁Why ▁had ▁he ▁come ▁back , ▁out ▁of ▁the ▁blue , ▁to ▁threaten ▁her ▁equilibrium ▁even ▁further ?	0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0	ADV VERB PRON VERB ADV ADV ADP ADP DET ADJ ADJ PART VERB ADJ NOUN ADV ADV ADV
After the war I edited these letters and in 1955 I sent a typescript off to the publisher Jonathan Cape, out of the blue.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	out of the blue	figurative	identical	ADP DET NOUN PRON VERB DET NOUN CCONJ ADP NUM PRON VERB DET NOUN PART ADP DET NOUN PROPN PROPN ADP ADP DET NOUN	▁After ▁the ▁war ▁I ▁edited ▁these ▁letters ▁and ▁in ▁1955 ▁I ▁sent ▁a ▁type script ▁off ▁to ▁the ▁publish er ▁Jonathan ▁Cape , ▁out ▁of ▁the ▁blue .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	ADP DET NOUN PRON VERB DET NOUN CCONJ ADP NUM PRON VERB DET NOUN NOUN PART ADP DET NOUN NOUN PROPN PROPN PROPN ADP ADP DET NOUN NOUN
Out of the blue?	1 1 0 1	out of the blue	figurative	case	ADP ADP DET NOUN	▁Out ▁of ▁the ▁blue ?	1 1 0 1 1	ADP ADP DET NOUN NOUN
For the second time in her life, she says, he had appeared out of the blue as it were and too charge.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0	out of the blue	figurative	identical	ADP DET ADJ NOUN ADP ADJ NOUN PRON VERB PRON VERB VERB ADP ADP DET ADJ ADP PRON VERB CCONJ ADV NOUN	▁For ▁the ▁second ▁time ▁in ▁her ▁life , ▁she ▁says , ▁he ▁had ▁appeared ▁out ▁of ▁the ▁blue ▁as ▁it ▁were ▁and ▁too ▁charge .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0	ADP DET ADJ NOUN ADP ADJ NOUN NOUN PRON VERB VERB PRON VERB VERB ADP ADP DET ADJ ADP PRON VERB CCONJ ADV NOUN NOUN
News of King George's death came out of the blue.	0 0 0 0 0 0 1 1 0 1	out of the blue	figurative	identical	NOUN ADP PROPN PROPN NOUN VERB ADP ADP DET NOUN	▁News ▁of ▁King ▁George ' s ▁death ▁came ▁out ▁of ▁the ▁blue .	0 0 0 0 0 0 0 0 1 1 0 1 1	NOUN ADP PROPN PROPN PROPN PROPN NOUN VERB ADP ADP DET NOUN NOUN
It was my 85th birthday recently and out of the blue, a letter arrived from my daughter containing tickets for a four - day trip to Paris, passes for Euro Disney, and tickets for a cruise down the Seine.	0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	out of the blue	figurative	identical	PRON VERB ADJ ADJ NOUN ADV CCONJ ADP ADP DET ADJ DET NOUN VERB ADP ADJ NOUN VERB NOUN ADP DET NUM PUNCT NOUN NOUN ADP PROPN VERB ADP PROPN PROPN CCONJ NOUN ADP DET NOUN ADP DET PROPN	▁It ▁was ▁my ▁85 th ▁birth day ▁recently ▁and ▁out ▁of ▁the ▁blue , ▁a ▁letter ▁arrived ▁from ▁my ▁daughter ▁containing ▁tickets ▁for ▁a ▁four ▁- ▁day ▁trip ▁to ▁Paris , ▁passes ▁for ▁Euro ▁Dis ney , ▁and ▁tickets ▁for ▁a ▁cruise ▁down ▁the ▁Se ine .	0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB ADJ ADJ ADJ NOUN NOUN ADV CCONJ ADP ADP DET ADJ ADJ DET NOUN VERB ADP ADJ NOUN VERB NOUN ADP DET NUM PUNCT NOUN NOUN ADP PROPN PROPN VERB ADP PROPN PROPN PROPN PROPN CCONJ NOUN ADP DET NOUN ADP DET PROPN PROPN PROPN
This was dropped on me out of the blue, I must admit this course	0 0 0 0 0 1 1 0 1 0 0 0 0 0	out of the blue	figurative	identical	DET VERB VERB ADP PRON ADP ADP DET ADJ PRON VERB VERB DET NOUN	▁This ▁was ▁dropped ▁on ▁me ▁out ▁of ▁the ▁blue , ▁I ▁must ▁admit ▁this ▁course	0 0 0 0 0 1 1 0 1 1 0 0 0 0 0	DET VERB VERB ADP PRON ADP ADP DET ADJ ADJ PRON VERB VERB DET NOUN
The difference of approach illustrated here between the apparently hard - working development from carefully formulated theory towards new ideas to be tested where there are gaps in the subject on the one hand and this last - mentioned almost accidental following - up of ideas that just seem to occur out of the blue, would, on the face of things, seem to make it difficult to use two such disparate methods of enquiry in one discipline.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	out of the blue	figurative	identical	DET NOUN ADP NOUN VERB ADV ADP DET ADV ADV PUNCT VERB NOUN ADP ADV VERB NOUN ADP ADJ NOUN PART VERB VERB ADV ADV VERB NOUN ADP DET NOUN ADP DET NUM NOUN CCONJ DET ADV PUNCT VERB ADV ADJ VERB PUNCT NOUN ADP NOUN ADJ ADV VERB PART VERB ADP ADP DET ADJ VERB ADP DET NOUN ADP NOUN VERB PART VERB PRON ADJ PART VERB NUM ADJ ADJ NOUN ADP NOUN ADP NUM NOUN	▁The ▁difference ▁of ▁approach ▁illustrated ▁here ▁between ▁the ▁apparently ▁hard ▁- ▁working ▁development ▁from ▁carefully ▁formulated ▁theory ▁towards ▁new ▁ideas ▁to ▁be ▁tested ▁where ▁there ▁are ▁gaps ▁in ▁the ▁subject ▁on ▁the ▁one ▁hand ▁and ▁this ▁last ▁- ▁mentioned ▁almost ▁accidental ▁following ▁- ▁up ▁of ▁ideas ▁that ▁just ▁seem ▁to ▁occur ▁out ▁of ▁the ▁blue , ▁would , ▁on ▁the ▁face ▁of ▁things , ▁seem ▁to ▁make ▁it ▁difficult ▁to ▁use ▁two ▁such ▁dispar ate ▁methods ▁of ▁enquiry ▁in ▁one ▁discipline .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET NOUN ADP NOUN VERB ADV ADP DET ADV ADV PUNCT VERB NOUN ADP ADV VERB NOUN ADP ADJ NOUN PART VERB VERB ADV ADV VERB NOUN ADP DET NOUN ADP DET NUM NOUN CCONJ DET ADV PUNCT VERB ADV ADJ VERB PUNCT NOUN ADP NOUN ADJ ADV VERB PART VERB ADP ADP DET ADJ ADJ VERB VERB ADP DET NOUN ADP NOUN NOUN VERB PART VERB PRON ADJ PART VERB NUM ADJ ADJ ADJ NOUN ADP NOUN ADP NUM NOUN NOUN
The fact that Fields had arrived out of the blue, managed to sell Branson the basic idea of an airline and walked away six months later on his way to a million pounds … that was evidence of a particular sort of skill which Branson could appreciate.	0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	out of the blue	figurative	identical	DET NOUN ADP PROPN VERB VERB ADP ADP DET ADJ VERB PART VERB PROPN DET ADJ NOUN ADP DET NOUN CCONJ VERB ADV NUM NOUN ADV ADP ADJ NOUN ADP DET NUM NOUN PUNCT DET VERB NOUN ADP DET ADJ NOUN ADP NOUN ADJ PROPN VERB VERB	▁The ▁fact ▁that ▁Field s ▁had ▁arrived ▁out ▁of ▁the ▁blue , ▁managed ▁to ▁sell ▁B ran son ▁the ▁basic ▁idea ▁of ▁an ▁airline ▁and ▁walked ▁away ▁six ▁months ▁later ▁on ▁his ▁way ▁to ▁a ▁million ▁pounds ▁... ▁that ▁was ▁evidence ▁of ▁a ▁particular ▁sort ▁of ▁skill ▁which ▁B ran son ▁could ▁appreciate .	0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET NOUN ADP PROPN PROPN VERB VERB ADP ADP DET ADJ ADJ VERB PART VERB PROPN PROPN PROPN DET ADJ NOUN ADP DET NOUN CCONJ VERB ADV NUM NOUN ADV ADP ADJ NOUN ADP DET NUM NOUN PUNCT DET VERB NOUN ADP DET ADJ NOUN ADP NOUN ADJ PROPN PROPN PROPN VERB VERB VERB
People don't suddenly say things out of the blue, without a context.	0 0 0 0 0 1 1 0 1 0 0 0	out of the blue	figurative	identical	NOUN VERB ADV VERB NOUN ADP ADP DET ADJ ADP DET NOUN	▁People ▁don ' t ▁suddenly ▁say ▁things ▁out ▁of ▁the ▁blue , ▁without ▁a ▁context .	0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0	NOUN VERB VERB VERB ADV VERB NOUN ADP ADP DET ADJ ADJ ADP DET NOUN NOUN
Coming out of the blue as it did, I did not quite know how to reply to such a suggestion.	0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	out of the blue	figurative	identical	VERB ADP ADP DET NOUN ADP PRON VERB PRON VERB ADV ADV VERB ADV PART VERB ADP ADJ DET NOUN	▁Com ing ▁out ▁of ▁the ▁blue ▁as ▁it ▁did , ▁I ▁did ▁not ▁quite ▁know ▁how ▁to ▁reply ▁to ▁such ▁a ▁suggestion .	0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	VERB VERB ADP ADP DET NOUN ADP PRON VERB VERB PRON VERB ADV ADV VERB ADV PART VERB ADP ADJ DET NOUN NOUN
However, out of the blue came the offer of a friend to do it for me, and naturally I accepted gratefully.	0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	out of the blue	figurative	identical	ADV ADP ADP DET NOUN VERB DET NOUN ADP DET NOUN PART VERB PRON ADP PRON CCONJ ADV PRON VERB ADV	▁However , ▁out ▁of ▁the ▁blue ▁came ▁the ▁offer ▁of ▁a ▁friend ▁to ▁do ▁it ▁for ▁me , ▁and ▁naturally ▁I ▁accepted ▁grateful ly .	0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADV ADP ADP DET NOUN VERB DET NOUN ADP DET NOUN PART VERB PRON ADP PRON PRON CCONJ ADV PRON VERB ADV ADV ADV
Mrs Hughes said : ‘ I enjoy the work, but the award came right out of the blue.’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	out of the blue	figurative	dashes	PROPN PROPN VERB PUNCT PUNCT PRON VERB DET NOUN CCONJ DET NOUN VERB ADV ADP ADP DET NOUN	▁Mrs ▁Hugh es ▁said ▁ : ▁ ‘ ▁I ▁enjoy ▁the ▁work , ▁but ▁the ▁award ▁came ▁right ▁out ▁of ▁the ▁blue . ’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1	PROPN PROPN PROPN VERB PUNCT PUNCT PUNCT PUNCT PRON VERB DET NOUN NOUN CCONJ DET NOUN VERB ADV ADP ADP DET NOUN NOUN NOUN
