More than one myth can be held ‘ in the mind’ at one and the same time.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	ADJ ADP NUM NOUN VERB VERB VERB PRON ADP DET NOUN ADP NUM CCONJ DET ADJ NOUN	▁More ▁than ▁one ▁my th ▁can ▁be ▁held ▁ ‘ ▁in ▁the ▁mind ’ ▁at ▁one ▁and ▁the ▁same ▁time .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	ADJ ADP NUM NOUN NOUN VERB VERB VERB PRON PRON ADP DET NOUN NOUN ADP NUM CCONJ DET ADJ NOUN NOUN
The Christmas dinner ( celebrated by Dickens ), the Christmas tree ( invented in Germany, but rapidly acclimatised through royal patronage in England ), the Christmas song — best known through the Germanic Stille Nacht — symbolised at one and the same time the cold of the outside world, the warmth of the family circle within, and the contrast between the two.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	DET PROPN NOUN PUNCT VERB ADP PROPN PUNCT DET PROPN NOUN PUNCT VERB ADP PROPN CCONJ ADV VERB ADP ADJ NOUN ADP PROPN PUNCT DET PROPN NOUN PUNCT ADV VERB ADP DET PROPN PROPN PROPN PUNCT VERB ADP NUM CCONJ DET ADJ NOUN DET NOUN ADP DET ADJ NOUN DET NOUN ADP DET NOUN NOUN ADP CCONJ DET NOUN ADP DET NUM	▁The ▁Christmas ▁dinner ▁( ▁celebrate d ▁by ▁Di cken s ▁ ), ▁the ▁Christmas ▁tree ▁( ▁in vented ▁in ▁Germany , ▁but ▁rapidly ▁ac cl imat ised ▁through ▁royal ▁pat ron age ▁in ▁England ▁ ), ▁the ▁Christmas ▁so ng ▁ — ▁best ▁known ▁through ▁the ▁German ic ▁Still e ▁N ach t ▁ — ▁symbol ised ▁at ▁one ▁and ▁the ▁same ▁time ▁the ▁cold ▁of ▁the ▁outside ▁world , ▁the ▁warm th ▁of ▁the ▁family ▁circle ▁within , ▁and ▁the ▁contrast ▁between ▁the ▁two .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET PROPN NOUN PUNCT VERB VERB ADP PROPN PROPN PROPN PUNCT PUNCT DET PROPN NOUN PUNCT VERB VERB ADP PROPN PROPN CCONJ ADV VERB VERB VERB VERB ADP ADJ NOUN NOUN NOUN ADP PROPN PUNCT PUNCT DET PROPN NOUN NOUN PUNCT PUNCT ADV VERB ADP DET PROPN PROPN PROPN PROPN PROPN PROPN PROPN PUNCT PUNCT VERB VERB ADP NUM CCONJ DET ADJ NOUN DET NOUN ADP DET ADJ NOUN NOUN DET NOUN NOUN ADP DET NOUN NOUN ADP ADP CCONJ DET NOUN ADP DET NUM NUM
As he spoke something untoward had begun to occur, something that was at one and the same time obscene and yet oddly natural.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0	one and the same	figurative	identical	ADP PRON VERB NOUN NOUN VERB VERB PART VERB NOUN ADJ VERB ADP NUM CCONJ DET ADJ NOUN ADJ CCONJ ADV ADV ADJ	▁As ▁he ▁spoke ▁something ▁unto ward ▁had ▁begun ▁to ▁occur , ▁something ▁that ▁was ▁at ▁one ▁and ▁the ▁same ▁time ▁ob s c ene ▁and ▁yet ▁odd ly ▁natural .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0	ADP PRON VERB NOUN NOUN NOUN VERB VERB PART VERB VERB NOUN ADJ VERB ADP NUM CCONJ DET ADJ NOUN ADJ ADJ ADJ ADJ CCONJ ADV ADV ADV ADJ ADJ
[ The story]must at one and the same time relate to all aspects of his ( sic ) personality — and this without ever belittling but, on the contrary, giving full credence to the seriousness of the child's predicaments, whilst simultaneously promoting confidence in himself ( sic ) and his future.	0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	PUNCT DET NOUN ADP NUM CCONJ DET ADJ NOUN VERB ADP DET NOUN ADP ADJ PUNCT NOUN PUNCT NOUN PUNCT CCONJ DET ADP ADV VERB CCONJ ADP DET NOUN VERB ADJ NOUN ADP DET NOUN ADP DET NOUN NOUN ADP ADV VERB NOUN ADP PRON PUNCT ADJ PUNCT CCONJ ADJ NOUN	▁[ ▁The ▁story ] must ▁at ▁one ▁and ▁the ▁same ▁time ▁relate ▁to ▁all ▁aspects ▁of ▁his ▁( ▁s ic ▁ ) ▁personality ▁ — ▁and ▁this ▁without ▁ever ▁be lit t ling ▁but , ▁on ▁the ▁contrary , ▁giving ▁full ▁cre dence ▁to ▁the ▁seriousness ▁of ▁the ▁child ' s ▁pre dic ament s , ▁whilst ▁simultaneously ▁promoting ▁confidence ▁in ▁himself ▁( ▁s ic ▁ ) ▁and ▁his ▁future .	0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PUNCT DET NOUN NOUN NOUN ADP NUM CCONJ DET ADJ NOUN VERB ADP DET NOUN ADP ADJ PUNCT NOUN NOUN PUNCT PUNCT NOUN PUNCT PUNCT CCONJ DET ADP ADV VERB VERB VERB VERB CCONJ CCONJ ADP DET NOUN NOUN VERB ADJ NOUN NOUN ADP DET NOUN ADP DET NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN ADP ADV VERB NOUN ADP PRON PUNCT ADJ ADJ PUNCT PUNCT CCONJ ADJ NOUN NOUN
Doesn't sound much like the Corn Dollies, who used to support The Flatmates, but I 'm assured they are one and the same.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	one and the same	figurative	identical	VERB VERB ADJ ADP DET PROPN PROPN NOUN VERB PART VERB DET PROPN CCONJ PRON VERB VERB PRON VERB NUM CCONJ DET ADJ	▁Does n ' t ▁sound ▁much ▁like ▁the ▁Corn ▁Do ll ies , ▁who ▁used ▁to ▁support ▁The ▁Flat mate s , ▁but ▁I ▁' m ▁assured ▁they ▁are ▁one ▁and ▁the ▁same .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	VERB VERB VERB VERB VERB ADJ ADP DET PROPN PROPN PROPN PROPN PROPN NOUN VERB PART VERB DET PROPN PROPN PROPN PROPN CCONJ PRON VERB VERB VERB PRON VERB NUM CCONJ DET ADJ ADJ
It assumes that the person to whom the institution has a liability ( ‘ the liability of the institution to him’ ) is one and the same person as the person who made the deposit ( ‘ in respect of … each sterling deposit which was made by him’ ).	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	PRON VERB ADP DET NOUN PART NOUN DET NOUN VERB DET NOUN PUNCT PUNCT DET NOUN ADP DET NOUN ADP NOUN PUNCT VERB NUM CCONJ DET ADJ NOUN ADP DET NOUN NOUN VERB DET NOUN PUNCT NUM ADP NOUN ADP PUNCT DET NOUN NOUN ADJ VERB VERB ADP NOUN PUNCT	▁It ▁assumes ▁that ▁the ▁person ▁to ▁whom ▁the ▁institution ▁has ▁a ▁liability ▁( ▁ ‘ ▁the ▁liability ▁of ▁the ▁institution ▁to ▁him ’ ▁ ) ▁is ▁one ▁and ▁the ▁same ▁person ▁as ▁the ▁person ▁who ▁made ▁the ▁deposit ▁( ▁ ‘ ▁in ▁respect ▁of ▁... ▁each ▁sterling ▁deposit ▁which ▁was ▁made ▁by ▁him ’ ▁ ).	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB ADP DET NOUN PART NOUN DET NOUN VERB DET NOUN PUNCT PUNCT PUNCT DET NOUN ADP DET NOUN ADP NOUN NOUN PUNCT PUNCT VERB NUM CCONJ DET ADJ NOUN ADP DET NOUN NOUN VERB DET NOUN PUNCT NUM NUM ADP NOUN ADP PUNCT DET NOUN NOUN ADJ VERB VERB ADP NOUN NOUN PUNCT PUNCT
Ullman therefore suggests ( contra empiricists and Piaget ) that a baby — or, one might add, a kingfisher — can see that two appearances are views of one and the same object even if it has never seen that sort of object before, and even if it has no tactile or manipulative evidence suggesting that they pertain to one and the same thing.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	PROPN ADV VERB PUNCT ADJ NOUN CCONJ PROPN PUNCT ADP DET NOUN PUNCT CCONJ PRON VERB VERB DET NOUN PUNCT VERB VERB ADP NUM NOUN VERB NOUN ADP NUM CCONJ DET ADJ NOUN ADV ADP PRON VERB ADV VERB DET ADV ADV NOUN ADV CCONJ ADV ADP PRON VERB DET NOUN CCONJ ADJ NOUN VERB ADP PRON VERB ADP NUM CCONJ DET ADJ NOUN	▁U ll man ▁therefore ▁suggests ▁( ▁contra ▁em pir ic ists ▁and ▁Pi age t ▁ ) ▁that ▁a ▁baby ▁ — ▁or , ▁one ▁might ▁add , ▁a ▁king fish er ▁ — ▁can ▁see ▁that ▁two ▁appearance s ▁are ▁views ▁of ▁one ▁and ▁the ▁same ▁object ▁even ▁if ▁it ▁has ▁never ▁seen ▁that ▁sort ▁of ▁object ▁before , ▁and ▁even ▁if ▁it ▁has ▁no ▁tact ile ▁or ▁manipulat ive ▁evidence ▁suggest ing ▁that ▁they ▁pertain ▁to ▁one ▁and ▁the ▁same ▁thing .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	PROPN PROPN PROPN ADV VERB PUNCT ADJ NOUN NOUN NOUN NOUN CCONJ PROPN PROPN PROPN PUNCT PUNCT ADP DET NOUN PUNCT PUNCT CCONJ CCONJ PRON VERB VERB VERB DET NOUN NOUN NOUN PUNCT PUNCT VERB VERB ADP NUM NOUN NOUN VERB NOUN ADP NUM CCONJ DET ADJ NOUN ADV ADP PRON VERB ADV VERB DET ADV ADV NOUN ADV ADV CCONJ ADV ADP PRON VERB DET NOUN NOUN CCONJ ADJ ADJ NOUN VERB VERB ADP PRON VERB ADP NUM CCONJ DET ADJ NOUN NOUN
At one political meeting last month, I was abused being at one and the same time a pro - Marketeer, an anti - devolutionist, and, horror of horrors, pro - Sizewell ( AGR tendency only, I hasten to add ).	0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	ADP NUM ADJ NOUN ADJ NOUN PRON VERB VERB VERB ADP NUM CCONJ DET ADJ NOUN DET ADJ PUNCT PROPN DET ADV PUNCT NOUN CCONJ NOUN ADP NOUN ADJ PUNCT PROPN PUNCT NOUN NOUN ADV PRON VERB PART VERB PUNCT	▁At ▁one ▁political ▁meeting ▁last ▁month , ▁I ▁was ▁abused ▁being ▁at ▁one ▁and ▁the ▁same ▁time ▁a ▁pro ▁- ▁Market e er , ▁an ▁anti ▁- ▁de volution ist , ▁and , ▁horror ▁of ▁horror s , ▁pro ▁- ▁Size well ▁( ▁A GR ▁tendency ▁only , ▁I ▁has ten ▁to ▁add ▁ ).	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP NUM ADJ NOUN ADJ NOUN NOUN PRON VERB VERB VERB ADP NUM CCONJ DET ADJ NOUN DET ADJ PUNCT PROPN PROPN PROPN PROPN DET ADV PUNCT NOUN NOUN NOUN NOUN CCONJ CCONJ NOUN ADP NOUN NOUN NOUN ADJ PUNCT PROPN PROPN PUNCT NOUN NOUN NOUN ADV ADV PRON VERB VERB PART VERB PUNCT PUNCT
Debtor - creditor - supplier agreementsThis is where there is a special relationship between the creditor and the supplier who may even be one and the same person ( s12 ( a ) ).	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0	one and the same	figurative	identical	NOUN PUNCT NOUN PUNCT NOUN PROPN VERB ADV ADV VERB DET ADJ NOUN ADP DET NOUN CCONJ DET NOUN NOUN VERB ADV VERB NUM CCONJ DET ADJ NOUN PUNCT NOUN PUNCT DET PUNCT PUNCT	▁Debt or ▁- ▁creditor ▁- ▁supplier ▁agreements This ▁is ▁where ▁there ▁is ▁a ▁special ▁relationship ▁between ▁the ▁creditor ▁and ▁the ▁supplier ▁who ▁may ▁even ▁be ▁one ▁and ▁the ▁same ▁person ▁( ▁s 12 ▁( ▁a ▁ ) ▁ ).	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0	NOUN NOUN PUNCT NOUN PUNCT NOUN PROPN PROPN VERB ADV ADV VERB DET ADJ NOUN ADP DET NOUN CCONJ DET NOUN NOUN VERB ADV VERB NUM CCONJ DET ADJ NOUN PUNCT NOUN NOUN PUNCT DET PUNCT PUNCT PUNCT PUNCT
This is the case where more than two thirds of the Community turnover of each party concerned in the merger is in one and the same Member State.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	one and the same	figurative	identical	DET VERB DET NOUN ADV ADJ ADP NUM NOUN ADP DET PROPN NOUN ADP DET NOUN VERB ADP DET NOUN VERB ADP NUM CCONJ DET ADJ PROPN PROPN	▁This ▁is ▁the ▁case ▁where ▁more ▁than ▁two ▁third s ▁of ▁the ▁Community ▁turnover ▁of ▁each ▁party ▁concerned ▁in ▁the ▁merger ▁is ▁in ▁one ▁and ▁the ▁same ▁Member ▁State .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0	DET VERB DET NOUN ADV ADJ ADP NUM NOUN NOUN ADP DET PROPN NOUN ADP DET NOUN VERB ADP DET NOUN VERB ADP NUM CCONJ DET ADJ PROPN PROPN PROPN
Today we possess all sorts of studies on Indian, Chinese, and other philosophies, studies that place these philosophies on the same level with Greek philosophy, considering them merely as different historical formulations of one and the same cultural idea.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	one and the same	figurative	identical	NOUN PRON VERB DET NOUN ADP NOUN ADP ADJ PROPN CCONJ ADJ NOUN NOUN ADJ VERB DET NOUN ADP DET ADJ NOUN ADP ADJ NOUN VERB PRON ADV ADP ADJ ADJ NOUN ADP NUM CCONJ DET ADJ ADJ NOUN	▁Today ▁we ▁possess ▁all ▁sorts ▁of ▁studies ▁on ▁Indian , ▁Chinese , ▁and ▁other ▁p hil os oph ies , ▁studies ▁that ▁place ▁these ▁p hil os oph ies ▁on ▁the ▁same ▁level ▁with ▁Greek ▁philosophy , ▁considering ▁them ▁mere ly ▁as ▁different ▁historical ▁formulations ▁of ▁one ▁and ▁the ▁same ▁cultural ▁idea .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0	NOUN PRON VERB DET NOUN ADP NOUN ADP ADJ ADJ PROPN PROPN CCONJ ADJ NOUN NOUN NOUN NOUN NOUN NOUN NOUN ADJ VERB DET NOUN NOUN NOUN NOUN NOUN ADP DET ADJ NOUN ADP ADJ NOUN NOUN VERB PRON ADV ADV ADP ADJ ADJ NOUN ADP NUM CCONJ DET ADJ ADJ NOUN NOUN
‘ Let us say, for the sake of argument, that the plotter and the assassin are one and the same person.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	one and the same	figurative	identical	PUNCT VERB PRON VERB ADP DET NOUN ADP NOUN ADP DET NOUN CCONJ DET NOUN VERB NUM CCONJ DET ADJ NOUN	▁ ‘ ▁Let ▁us ▁say , ▁for ▁the ▁sake ▁of ▁argument , ▁that ▁the ▁plot ter ▁and ▁the ▁as sass in ▁are ▁one ▁and ▁the ▁same ▁person .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	PUNCT PUNCT VERB PRON VERB VERB ADP DET NOUN ADP NOUN NOUN ADP DET NOUN NOUN CCONJ DET NOUN NOUN NOUN VERB NUM CCONJ DET ADJ NOUN NOUN
Imagine every moment being at one and the same time a distant memory and a nasty surprise and you 'll see what I mean.	0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	VERB DET NOUN VERB ADP NUM CCONJ DET ADJ NOUN DET ADJ NOUN CCONJ DET ADJ NOUN CCONJ PRON VERB VERB NOUN PRON VERB	▁I mag ine ▁every ▁moment ▁being ▁at ▁one ▁and ▁the ▁same ▁time ▁a ▁distant ▁memory ▁and ▁a ▁na s ty ▁surprise ▁and ▁you ▁' ll ▁see ▁what ▁I ▁mean .	0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	VERB VERB VERB DET NOUN VERB ADP NUM CCONJ DET ADJ NOUN DET ADJ NOUN CCONJ DET ADJ ADJ ADJ NOUN CCONJ PRON VERB VERB VERB NOUN PRON VERB VERB
I have come to the conclusion that the law of libel is one and the same as to all plaintiffs ; and that, in every action of libel, whether the statement complained of is, or is not, a libel, depends on the same question — viz., whether the jury are of opinion that what has been published with regard to the plaintiff would tend in the minds of people of ordinary sense to bring the plaintiff into contempt, hatred, or ridicule, or to injure his character.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	PRON VERB VERB ADP DET NOUN ADP DET NOUN ADP NOUN VERB NUM CCONJ DET ADJ ADP ADP DET NOUN PUNCT CCONJ ADP ADP DET NOUN ADP NOUN ADP DET NOUN VERB ADP VERB CCONJ VERB ADV DET NOUN VERB ADP DET ADJ NOUN PUNCT NOUN ADP DET NOUN VERB ADP NOUN ADP NOUN VERB VERB VERB ADP NOUN ADP DET NOUN VERB VERB ADP DET NOUN ADP NOUN ADP ADJ NOUN PART VERB DET NOUN ADP NOUN NOUN CCONJ NOUN CCONJ PART VERB ADJ NOUN	▁I ▁have ▁come ▁to ▁the ▁conclusion ▁that ▁the ▁law ▁of ▁l ibel ▁is ▁one ▁and ▁the ▁same ▁as ▁to ▁all ▁plaintiff s ▁ ; ▁and ▁that , ▁in ▁every ▁action ▁of ▁l ibel , ▁whether ▁the ▁statement ▁complained ▁of ▁is , ▁or ▁is ▁not , ▁a ▁l ibel , ▁depends ▁on ▁the ▁same ▁question ▁ — ▁viz . , ▁whether ▁the ▁jury ▁are ▁of ▁opinion ▁that ▁what ▁has ▁been ▁published ▁with ▁regard ▁to ▁the ▁plaintiff ▁would ▁tend ▁in ▁the ▁minds ▁of ▁people ▁of ▁ordinary ▁sense ▁to ▁bring ▁the ▁plaintiff ▁into ▁contempt , ▁hatred , ▁or ▁rid ic ule , ▁or ▁to ▁in jur e ▁his ▁character .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB VERB ADP DET NOUN ADP DET NOUN ADP NOUN NOUN VERB NUM CCONJ DET ADJ ADP ADP DET NOUN NOUN PUNCT PUNCT CCONJ ADP ADP ADP DET NOUN ADP NOUN NOUN NOUN ADP DET NOUN VERB ADP VERB VERB CCONJ VERB ADV ADV DET NOUN NOUN NOUN VERB ADP DET ADJ NOUN PUNCT PUNCT NOUN NOUN NOUN ADP DET NOUN VERB ADP NOUN ADP NOUN VERB VERB VERB ADP NOUN ADP DET NOUN VERB VERB ADP DET NOUN ADP NOUN ADP ADJ NOUN PART VERB DET NOUN ADP NOUN NOUN NOUN NOUN CCONJ NOUN NOUN NOUN NOUN CCONJ PART VERB VERB VERB ADJ NOUN NOUN
The reasonable conclusion is that one and the same thing is ‘ called a sensation when considered merely in itself, and a quality when looked at in relation to any one of the numerous objects, the presence of which to our organs excites in our minds that among various other sensations or feelings.	0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	DET ADJ NOUN VERB ADP NUM CCONJ DET ADJ NOUN VERB PRON VERB DET NOUN ADV VERB ADV ADP PRON CCONJ DET NOUN ADV VERB ADP ADP NOUN ADP DET NUM ADP DET ADJ NOUN DET NOUN ADP ADJ ADP ADJ NOUN NOUN ADP ADJ NOUN ADJ ADP ADJ ADJ NOUN CCONJ NOUN	▁The ▁reasonable ▁conclusion ▁is ▁that ▁one ▁and ▁the ▁same ▁thing ▁is ▁ ‘ ▁called ▁a ▁sensation ▁when ▁considered ▁mere ly ▁in ▁itself , ▁and ▁a ▁quality ▁when ▁looked ▁at ▁in ▁relation ▁to ▁any ▁one ▁of ▁the ▁numerous ▁objects , ▁the ▁presence ▁of ▁which ▁to ▁our ▁organs ▁excit es ▁in ▁our ▁minds ▁that ▁among ▁various ▁other ▁sensation s ▁or ▁feelings .	0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET ADJ NOUN VERB ADP NUM CCONJ DET ADJ NOUN VERB PRON PRON VERB DET NOUN ADV VERB ADV ADV ADP PRON PRON CCONJ DET NOUN ADV VERB ADP ADP NOUN ADP DET NUM ADP DET ADJ NOUN NOUN DET NOUN ADP ADJ ADP ADJ NOUN NOUN NOUN ADP ADJ NOUN ADJ ADP ADJ ADJ NOUN NOUN CCONJ NOUN NOUN
He sensed, rather than heard it, as if it and the all - pervading light were one and the same.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	one and the same	figurative	identical	PRON VERB ADV ADP VERB PRON ADP ADP PRON CCONJ DET ADV PUNCT VERB NOUN VERB NUM CCONJ DET ADJ	▁He ▁sense d , ▁rather ▁than ▁heard ▁it , ▁as ▁if ▁it ▁and ▁the ▁all ▁- ▁per v ading ▁light ▁were ▁one ▁and ▁the ▁same .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	PRON VERB VERB VERB ADV ADP VERB PRON PRON ADP ADP PRON CCONJ DET ADV PUNCT VERB VERB VERB NOUN VERB NUM CCONJ DET ADJ ADJ
Or rather, showed that a woman's and a man's attitude to sex could henceforward be one and the same.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	one and the same	figurative	identical	CCONJ ADV VERB ADP DET NOUN CCONJ DET NOUN NOUN ADP NOUN VERB NOUN VERB NUM CCONJ DET ADJ	▁Or ▁rather , ▁showed ▁that ▁a ▁woman ' s ▁and ▁a ▁man ' s ▁attitude ▁to ▁sex ▁could ▁hence forward ▁be ▁one ▁and ▁the ▁same .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	CCONJ ADV ADV VERB ADP DET NOUN NOUN NOUN CCONJ DET NOUN NOUN NOUN NOUN ADP NOUN VERB NOUN NOUN VERB NUM CCONJ DET ADJ ADJ
The concept, which will promote Quality and Teamwork whilst recognising that our Customer's needs and our business goals are one and the same, was introduced in June 1992 when the Management Team met and evaluated the fundamentals and benefits of such a system.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	one and the same	figurative	identical	DET NOUN ADJ VERB VERB PROPN CCONJ PROPN ADP VERB ADP ADJ PROPN NOUN CCONJ ADJ NOUN NOUN VERB NUM CCONJ DET ADJ VERB VERB ADP PROPN NUM ADV DET PROPN PROPN VERB CCONJ VERB DET NOUN CCONJ NOUN ADP ADJ DET NOUN	▁The ▁concept , ▁which ▁will ▁promote ▁Quality ▁and ▁Team work ▁whilst ▁recognising ▁that ▁our ▁Customer ' s ▁needs ▁and ▁our ▁business ▁goals ▁are ▁one ▁and ▁the ▁same , ▁was ▁introduced ▁in ▁June ▁1992 ▁when ▁the ▁Management ▁Team ▁met ▁and ▁evaluated ▁the ▁fundamental s ▁and ▁benefits ▁of ▁such ▁a ▁system .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET NOUN NOUN ADJ VERB VERB PROPN CCONJ PROPN PROPN ADP VERB ADP ADJ PROPN PROPN PROPN NOUN CCONJ ADJ NOUN NOUN VERB NUM CCONJ DET ADJ ADJ VERB VERB ADP PROPN NUM ADV DET PROPN PROPN VERB CCONJ VERB DET NOUN NOUN CCONJ NOUN ADP ADJ DET NOUN NOUN
